ColorID,Skill Name,Description,Ships,Retrofit?,Augment?,Fate?
Red[29],Arsonist,"Increases the DMG this ship deals with HE by 5% (15%), its chance to ignite enemies by 4.5% (12%), and the Burn DMG it deals to enemies by 20% (50%).",Atago,,,
Red[30],Artillery Cover,"Every 20s (every 10s), provides supporting fire with CA-caliber guns (DMG is based on skill's level and this ship's AVI stat).
Barrage preview (gif)",Lexington,,,
Red[31],Artillery Cover,"Every 20s (every 10s), provides supporting fire with CA-caliber guns (DMG is based on skill's level and this ship's AVI stat).
Barrage preview (gif)",Saratoga,,,
Red[32],Artillery Cover - Saratoga,"Every 20s (10s): fires a Lv.1 (Lv.10) supporting barrage using CA-caliber guns, and launches a Lv.1 (Lv.10) special airstrike (barrage and airstrike DMG are both based on the skill's level). (Replaces Artillery Cover)",Saratoga,,Needs Augment,
Red[33],Artillery Volley,15s after the battle begins and every 20s after that: 30% (60%) chance to fire a special barrage. Barrage DMG is based on the skill's level. Barrage preview (gif),Abercrombie,,,
Red[34],"As Evening Weaves, the Moon Sunders","When the battle starts, for each Sakura Empire ship in your fleet: increases this ship's FP and RLD by 1% (5%) (can be stacked up to 3 times). Increases this ship's Crit Rate by 1% (10%) and Evasion Rate by 5% and, every 15s: fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level).",Hatsuzuki,,,
Red[35],Ashen Might - Hiyou,[Operation Siren] When fighting humanoid Siren fleets or Boss fleets: increases this ship's DMG dealt by 2% (6%).,Hiyou META,,,
Red[36],Ashen Might - Junyou,[Operation Siren] When fighting humanoid Siren fleets or Boss fleets: increases this ship's DMG dealt by 2% (6%).,Junyou META,,,
Red[37],Ashen Might - Kimberly,"Every 15 (10) times this ship fires her Main Guns: fires a special barrage.[Operation Siren]
Every 15 (10) times this ship fires her Main Guns: fires a special barrage. When fighting humanoid Siren fleets or Boss fleets: increases this ship's DMG dealt by 2% (6%).",Kimberly META,,,
Red[38],Ashen Might - Princeton II,"[Operation Siren]
When fighting humanoid Siren fleets or Boss fleets: increases this ship's DMG dealt by 6.0%.",Princeton META,,,
Red[39],Assault Carrier,"When this ship launches an Airstrike: 15% (25%) chance to double her DMG dealt for 10s.
In-game incorrectly says that the effect will double the DMG of the Airstrike.",Ark Royal,,,
Red[40],Assault Carrier,"When this ship launches an Airstrike: 15% (25%) chance to double her DMG dealt for 10s.
In-game incorrectly says that the effect will double the DMG of the Airstrike.",Chiyoda,,,
Red[41],Assault Carrier,"When this ship launches an Airstrike: 15% (25%) chance to double her DMG dealt for 10s.
In-game incorrectly says that the effect will double the DMG of the Airstrike.",Hermes,,,
Red[42],Assault Carrier,"When this ship launches an Airstrike: 15% (25%) chance to double her DMG dealt for 10s.
In-game incorrectly says that the effect will double the DMG of the Airstrike.",Hornet,,,
Red[43],Assault Carrier,"When this ship launches an Airstrike: 15% (25%) chance to double her DMG dealt for 10s.
In-game incorrectly says that the effect will double the DMG of the Airstrike.",Ranger,Needs Retrofit,,
Red[44],Assault Carrier,"When this ship launches an Airstrike: 15% (25%) chance to double her DMG dealt for 10s.
In-game incorrectly says that the effect will double the DMG of the Airstrike.",Victorious,,,
Red[45],Assault Mode,"Every 20s: 40% (70%) chance for this ship to enter Assault Mode, firing a powerful barrage and increasing this ship's TRP by 30% for 8s.",Javelin,Needs Retrofit,,
Red[46],Athena's Catapult,"Every 12s after the start of the battle: launches a randomly chosen Lv.1 (Lv.10) special airstrike consisting of either Sea Hornets, TBF Avengers, or Fireflies (DMG is based on skill's level).",Perseus,,,
Red[47],Augmented HE Ammo,Increases this ship's DMG with HE by 15% (35%) but decreases its chance to ignite enemies by 3%.,Saint Louis,,,
Red[48],Augmenting Mechanism: Setzer Principle,"Decreases the loading time of this ship's Main Guns by 20% (40%). When this ship fires its Main Guns: fires an additional barrage. Every 20s: fires a special barrage (DMG is based on skill's level).
Barrage fired with Main Guns preview (gif) / Timed Barrage preview (gif)",Champagne,,,
Red[49],Augmenting Mechanism: Setzer Principle+,"Decreases the loading time of this ship's Main Guns by 20% (40%). When this ship fires its Main Guns: fires an additional barrage (this barrage is improved and unaffected by this ship's position). Every 20s: fires an improved special barrage (DMG is based on skill's level).
(Replaces ""Augmenting Mechanism: Setzer Principle"")",Champagne,,,Needs Fate Sim 5
Red[50],Ausgewogen,"At the start of the battle:If this ship is in the frontmost position of your vanguard, increase this ship's Speed by 5 and EVA by 4.5% (12%) until the end of the battle, and decrease its damage taken by 5% (15%) for the first 30s of the battle.
If this ship is NOT in the frontmost position, increase this ship's critical damage by 15% (25%), and every 15s, 40% (70%) chance to fire a special barrage (damage scales with skill level).",Mainz,,,
Red[51],Ausgewogen+,"Apply all of the following buffs, regardless of this ship's position:Increase this ship's Speed by 5 and EVA by 4.5% (12%), and decrease its damage taken by 5% (15%) for the first 60s of the battle.
Increase this ship's critical damage by 15% (25%).
Every 15s, 40% (70%) chance to fire an enhanced special barrage (damage scales with skill level).
(Replaces ""Ausgewogen"")",Mainz,,,Needs Fate Sim 5
Red[52],Aviation Battleship Fleet,"For the first 2 Airstrikes this ship launches: decreases Airstrike reload time by 5% (25%), and launches extra Suisei bombers along with those Airstrikes. If there is at least 1 CV or CVL in your fleet: the aforementioned effects apply to all of this ship's Airstrikes.",Ise,Needs Retrofit,,
Red[53],Aviation Experiment - Coordinated Bombardment,"When the battle starts, increases this ship's AVI and RLD by 5% (15%). When this ship launches an airstrike: launches an additional Lv.1 (Lv.10) special airstrike (DMG is based on the skill's level; 50% (80%) chance on launch to improve this special airstrike).",Chkalov,,,
Red[54],Aviation Preparations,"Once per battle, when this ship launches its first Airstrike: launches an additional special airstrike (DMG is based on skill's level).",Fusou,Needs Retrofit,,
Red[55],Aviation Preparations,"Once per battle, when this ship launches its first Airstrike: launches an additional special airstrike (DMG is based on skill's level).",Yamashiro,Needs Retrofit,,
Red[56],Azure Dragon's Dance,Provides 1 Missile Strike charge. Decreases the duration this ship Burns by 3s and decreases her Burn DMG taken by 5% (15%). Every 15s: fires a Lv.1 (Lv.10) special barrage that inflicts Armor Break for 6s to enemies (barrage DMG is based on the skill's level).,An Shan,Needs Retrofit,,
Red[57],Bad Girl's Surprise Strike,Increases this ship's AVI and ACC by 5% (15%). When this ship finishes loading an Airstrike: 50% (80%) chance to launch a Lv.1 (Lv.10) special airstrike (DMG is based on the skill's level).,Elbe,,,
Red[58],Banner of Splendor,"At the start of the battle, if your fleet contains at least one other Sardegna ship, or if this ship has an AP Main Gun equipped: increases this ship's FP by 4.5% (12%). Additionally, for the first 3 battles of a sortie: the fleet this ship is in takes 5% (20%) less DMG from torpedoes.",Vittorio Veneto,,,
Red[59],Battle Buster,Increases this ship's FP by 15% (25%).,Gneisenau,,,
Red[60],"Beavers, Assemble!","When sortied with Thatcher, Aulick, Foote, Spence, or a DD with the Beaver Squad Tag equippedThis includes herself: increases this ship's Crit Rate and DMG dealt by 5% (15%); when the HP of one of the aforementioned ships or herselfCharles Ausburne is not listed as a recipient in-game, yet she is affected in your fleet falls below 25% as a result of DMG taken: restores 10% (20%) of that ship's HP (can only activate once per battle per eligible ship). Every 10s: 40% (70%) chance to fire a Lv. 1 (Lv.10) special barrage (DMG is based on the skill's level).",Charles Ausburne,Needs Retrofit,,
Red[61],Beckoning of Ice,"At the start of the battle: fires a special barrage and spawns Snezhinka, a summon which fights for 20 (50)s and inflicts a 5% aircraft DMG taken debuff to all enemies it hits 10 times (its DMG dealt and active duration is based on the skill's level).",Tashkent µ,,,
Red[62],Before the Lightning's Flash,"At the start of the battle, and when this ship's Torpedoes finish reloading: for 10s, decreases this ship's DMG taken by 5% (15%), increases her DMG dealt with Torpedoes by 4.5% (12%), and increases your Vanguard's Speed by 3 (these effects cannot be stacked; overlapping activations will simply refresh the effect timers if possible).",Shimakaze,,,
Red[63],Bellowing Gusts of Fire,"Increases this ship's DMG against Burning enemies by 5% (15%). 20s after battle starts, and with a 40% (70%) chance whenever this ship fires its Main Guns: fires a barrage that has a chance to Burn enemies (DMG is based on the skill's level; has 10s cooldown if activated by firing Main Guns).",Algérie,,,
Red[64],Bellowing Gusts of Fire+,"Increases this ship's DMG against Burning enemies by 5% (15%). 20s after battle starts, and with a 40% (70%) chance whenever this ship fires its Main Guns: fires a special barrage that inflicts a special Burn ailment to enemies hit (DMG is based on the skill's level). (Replaces Bellowing Gusts of Fire)",Algérie,,Needs Augment,
Red[65],Best Sister,"When sortied with Indianapolis: increases this ship's FP, AA, and RLD by 5% (15%).",Portland,,,
Red[66],Beyond the Lost Vales,"Increases this boat's torpedo Crit Rate by 1% (10%) and increases her DMG dealt against Light Armor enemies by 4% (10%). When this boat enters the battle: increases this boat's DMG dealt by 5% (15%), but increases her DMG taken by 10% (this effect lasts until the boat leaves the battle).",U-556 META,,,
Red[67],Big Mamie,"For each Eagle Union CA and/or BB in your fleet (including this ship): increases this ship's FP, AA, and EVA by 3.5% (8%). Can be stacked up to 3 times.",Massachusetts,,,
Red[68],Big Seven,"When this ship fires a Salvo: 20% (40%) chance to fire a special barrage (DMG is based on skill's level).
Barrage preview (gif)",Colorado,,,
Red[69],Big Seven,"When this ship fires a Salvo: 20% (40%) chance to fire a special barrage (DMG is based on skill's level).
Barrage preview (gif)",Maryland,,,
Red[70],Big Seven,"When this ship fires a Salvo: 20% (40%) chance to fire a special barrage (DMG is based on skill's level).
Barrage preview (gif)",Nelson,,,
Red[71],Big Seven,"When this ship fires a Salvo: 20% (40%) chance to fire a special barrage (DMG is based on skill's level).
Barrage preview (gif)",Rodney,,,
Red[72],Big Seven,"When this ship fires a Salvo: 20% (40%) chance to fire a special barrage (DMG is based on skill's level).
Barrage preview (gif)",West Virginia,,,
Red[73],Big Seven - Nelson,When this ship fires her Main Guns: 40% (70%) chance to fire a Lv.1 (Lv.10) special barrage depending on the number of enemies (DMG is based on the skill's level). (Replaces Big Seven),Nelson,Needs Retrofit,,
Red[74],Big Seven - West Virginia,"When this ship fires her Main Guns: 40% (70%) chance to fire a Lv.1 (Lv.10) special barrage in a straight line forwards (DMG is based on the skill's level). Once per battle, when this ship's HP falls below 35% as a result of DMG taken: fires this special barrage.",West Virginia,Needs Retrofit,,
Red[75],Big Seven: Sakura,"When this ship fires its Main Guns: 20% (40%) chance to fire a special barrage (DMG is based on skill's level).
Barrage preview (gif)",Mutsu,,,
Red[76],Big Seven: Sakura,"When this ship fires its Main Guns: 20% (40%) chance to fire a special barrage (DMG is based on skill's level).
Barrage preview (gif)",Nagato,,,
Red[77],Bilateral Accompaniment,"At the start of the battle and every 30s after that: deploys 2 types of shields that last for 5s (15s); 2 blue shields that block 8 enemy shells each, and 3 red shields that cause DMG upon contact with an enemy up to 8 times.",Roon µ,,,
Red[78],Black Cat Cyclone,"Every 20s: launches a seaplane airstrike, increases this ship's FP by 5% (15%), reveals the location of all enemy Submarines for 10s, and increases the damage they take by 1% (10%) for 10s. Once per battle, if this ship is equipped with PBY-5A Catalina when its HP falls below 40%: launches a special seaplane airstrike. Airstrike DMG is based on skill's level.",Cooper,,,
Red[79],Black Plumes of Judgment,"Increases this ship's AVI by 5% (15%). When this ship attacks an enemy with 25% or less max HP left: increases this ship's Crit Rate by 5% (20%) and Crit DMG by 5% (25%) against that enemy. When this ship launches an Airstrike, if there is an enemy with 25% or less max HP left on the screen: fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level).",Joffre,,,
Red[80],Blade of Shattered Dreams,When this ship or a ship in your Main Fleet takes DMG: 40% (70%) chance to fire a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level; 10s cooldown between activations).,Trento META,,,
Red[81],Blaze Break,20% (40%) chance to activate every 20s: fires a barrage that has a chance to set enemies on fire for 12s (DMG is based on skill's level).,Purple Heart,,,
Red[82],Blaze of Glory,Increases this ship's DMG to enemy BBs by 5% (15%). When this ship fires its Main Guns: 30% (60%) chance to fire a special Type 3 Ammo barrage (DMG is based on skill's level).,Kirishima,,,
Red[83],Blaze of Sacrifice,When this boat surfaces: fires a Lv.1 (Lv.10) special barrage I that inflicts a special Burn ailment for 6s to enemies hit (barrage DMG is based on the skill's level; special Burn DMG is based on this boat's TRP stat).,Homura,,,
Red[84],Blaze of Sacrifice+,"5s after the battle starts: this boat surfaces and performs a Lv.1 (Lv.10) Secret Ninja Art: Charge, inflicting a special Burn ailment to enemies hit for 20s (Secret Ninja Art DMG is based on the skill's level; special Burn DMG is based on the boat's TRP stat).While this boat performs this Secret Ninja Art: this boat recovers 10 OXY every second and the first 3 attacks that hit her have their DMG set to 1. This boat submerges after she has finished attacking, and will surface a second time when her OXY runs out. While an enemy afflicted with the special Burn caused by this skill is afloat: increases this boat's Crit DMG by 5% (20%).
(Replaces Blaze of Sacrifice)",Homura,,Needs Augment,
Red[85],Blazing Battledance,Every 20s: 50% (100%) chance to launch a special barrage (DMG is based on the skill's level). When this ship takes DMG: 20% chance to increase this ship's FP and AA by 1% (4%) and TRP by 1.5% (5%) (can be stacked up to 3 times).,Harbin,,,
Red[86],Blazing Battledance+,Every 20s: 50% (100%) chance to launch an enhanced special barrage (DMG is based on the skill's level). When this ship takes DMG: 20% chance to increase this ship's FP and AA by 1.5% (5%) and TRP by 3.5% (8%) (can be stacked up to 3 times).,Harbin,,,Needs Fate Sim 5
Red[87],Blazing Burst Wings,"When this ship fires its Main Guns:15% (30%) chance to increase this ship's Main Gun DMG by 30% for 3s (5s cooldown between activations)
40% (70%) chance to fire a special HE barrage (DMG is based on skill's level; 10s cooldown between activations)",Bremerton,,,
Red[88],Blazing Inferno Rex Roar,Every 20 times this ship fires her Secondary Guns: fires a Lv.1 (Lv.10) Blazing Inferno Rex Roar (DMG is based on the skill's level).,Yume Minami,,,
Red[89],Blazing Peaks,If equipped with a high caliber Main Gun (280mm or more): increases damage dealt with Main Gun by up to 15% (25%) depending on the distance the shells travel. Also increases Burn damage dealt to enemies by 20% (50%).,Azuma,,,
Red[90],Blazing Slash!,Increases this ship's Crit Rate by 1% (10%). When this ship fires her Main Guns: 50% (100%) chance to fire a Lv.1 (Lv.10) special barrage; enemies hit by the slash of this barrage take 15% increased Burn DMG for 10s (barrage DMG is based on the skill's level).,Repulse META,,,
Red[91],Blood Sacrifice,Every 15s: fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level). When this skill activates while this ship's HP is above 20%: deducts 178 HP from this ship and improves this barrage.,Yamashiro META,,,
Red[92],Blue Spirit,When this ship launches an Airstrike: 50% (100%) chance to launch an additional airstrike (DMG is based on the skill's level).,Illustrious µ,,,
Red[93],Body and Soul,Increases this ship's Torpedo Crit Rate by 20% (40%) and Torpedo Crit DMG by 65%.,Ibuki,,,
Red[94],Body and Soul+,"Increases this ship's Torpedo Crit Rate by 20% (40%) and Torpedo Crit DMG by 65%. Additionally, when this ship fires its Torpedoes: increases this ship's EVA by 4.5% (12%) for 6s.
(Replaces ""Body and Soul"")",Ibuki,,,Needs Fate Sim 5
Red[95],Bombarda Geminio,Every 15s after battle starts: fires a special barrage; if there are no enemy units within 30 units of this ship when the barrage procs: fires an additional special barrage. DMG of both barrages are based on skill's level.,Hermione,,,
Red[96],Brave Beauty,When this ship launches an airstrike: increases this ship's DMG dealt by 0.5% (5%) until the battle ends (can be stacked up to 3 times) and launches an additional Lv.1 (Lv.10) special airstrike (DMG is based on the skill's level).,Hwah Jah,,,
Red[97],Bravery at Skagerrak,Increases this ship's Main Gun DMG by 1% (10%). When this ship fires her Main Guns: 40% (70%) chance to fire a Lv.1 (Lv.10) frontal barrage (DMG is based on the skill's level).,Lützow,,,
Red[98],Burn Order,Increases this ship's DMG with HE by 15% (25%) and chance to ignite enemies by 1.2% (3%).,Belfast,,,
Red[99],Burn Order+,"Increases this ship's DMG dealt with HE ammo by 15% (25%) and increases her Burn Rate against enemies by 1.2% (3%). Increases this ship's DMG dealt against Burning enemies by 6% (16%); while there is a Burning enemy float, increases this ship's EVA by 6% (16%).",Belfast,,Needs Augment,
Red[100],Calamitous Voidflame,"Increases this ship's FP by 1% (10%) and RLD by 5% (15%). When this ship fires her Main Guns:
The first volley of the salvo is guaranteed to critically hit.

Fire a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level), which creates a zone on the battlefield that enemies are drawn to for 3s.",Bismarck Zwei,,,
Red[101],Calibrated Firing,Every 20s: increases this ship's Torpedo DMG by 4.5% (12%). Can be stacked up to 8 times.,Musketeer,,,
Red[102],Can I Attack Now?,5s after the battle starts: fires a Lv.1 (Lv.10) special barrage; every 10s after that: fires an upgraded version of this barrage and also increases this ship's Crit Rate and Crit DMG by 1% (10%) (barrage DMG is based on the skill's level; barrage upgrade effect and Crit-related effects can only activate up to 2 times per battle).,Kiev,,,
Red[103],Capricious Firing,For the first 45s of the battle: increases this ship's FP and TRP by 4.5% (12%). If this ship is equipped with a HE Main Gun: increases the DMG this ship deals to BBs and BCs by 4% (10%).,Murmansk,,,
Red[104],Carrier Hunter,Increases this ship's DMG to CVs and CVLs by 5% (15%).,I-26,,,
Red[105],Carrier Hunter,Increases this ship's DMG to CVs and CVLs by 5% (15%).,U-73,,,
Red[106],Cavalier of the Ether,Every 15s: 40% (70%) chance to fire a special barrage and inflict Burn for 6s to all enemies hit by it (DMG is based on skill's level).,Chapayev,,,
Red[107],Cerulean Song,"When this ship launches her first Airstrike in a battle: 50% (80%) chance (100% on subsequent Airstrikes) to launch a Lv.1 (Lv.10) special airstrike (DMG is based on the skill's level). At the start of the battle, if there is another The Idolmaster collab ship in your fleet: increases the first activation chance to 100%.",Chihaya Kisaragi,,,
Red[108],Charming Janus,"Every 15s after the battle starts: 45% (75%) chance to fire a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level); enemies hit by this barrage take 12% increased DMG from your DDs and CLs for 5s (does not stack). If this barrage does not activate, instead performs a sonar scan that renders enemy SSs detected for 8s.",Janus,,,
Red[109],Chevalier's Sabre,"Every 20s, if your Vanguard consists of only Iris Libre or Vichya Dominion ships: 50% chance to increase the DMG your fleet deals by 5% (25%) for 8s. Does not stack with the same skill.",Le Mars,,,
Red[110],Chiyoda's Domain?,"Every battle, when this ship launches its first Airstrike: launches an additional seaplane airstrike; when it launches its second Airstrike and onwards: 40% (70%) chance to launch an additional torpedo bomber airstrike (DMG is based on the skill's level). If there is a Sakura Empire CVL in the same fleet as this ship: improves these airstrikes.",Chiyoda,,,
Red[111],Cinderflame Curse,"When this ship fires her Main Guns: fires a special barrage (DMG is based on this skill's level). Enemies hit by this barrage are inflicted with ""Cinderflame Curse"" and take 41 damage per second for 10s.",Fusou META,,,
Red[112],Circumspect Vigilance,Increases this ship's DMG to CAs and CBs by 10% (20%). Every 20s: 40% (70%) chance to increase this ship's ACC and RLD by 10% (20%) for 10s.,Foch,,,
Red[113],Claws of Mistrust,"Increases this ship's EVA by 1% (10%). When this ship fires the weapon in her firstIngame doesn't mention this

 Main Gun slot: additionally fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level).",Adventure Galley,,,
Red[114],Close Engagement,"In battle, each time this ship takes DMG: increases her FP and ACC by 1% (5%) (Can stack up to 3 times; At 3 stacks, the probability of activating ""Big Seven: Nelson"" is increased by 30%). Additionally, if ""Nelson's Pennant of Victory"" is equipped, creates a barrier for 6s that can absorb up to 1% (5%) of this ship's Max HP.",Nelson,Needs Retrofit,,
Red[115],Coalescence of Cloudshade and Etherlight,"Increases this ship's torpedo Crit Rate by 30% (50%) and her torpedo Crit DMG by 45% (75%). When the battle starts, and when this ship finishes loading her torpedoes: increases this ship's SPD by 5 for 8s and deploys a shield (lasts 8s) that can negate up to 6 enemy shells (does not stack if multiple reloads complete at the same time).
Barrage torpedoes are excluded from boosted torpedo Crit Rate and DMG.",Unzen,,,
Red[116],Cœur Battant,"Main Gun can be fired twice per reload, and each salvo can be fired independently. This ship's Main Gun ammo type is changed to μ shells, switching between μ Red and μ Blue when firing Main Gun. Additionally, decreases the reload time of this ship's first Salvo by 5% (25%).
μ Red ammo is HE and has 140/110/90 (140/115/115) armor modifiers and 19 spread. μ Blue ammo is AP and has 45/130/110 (100/130/130) armor modifiers and 19 spread.
(The change to her main gun firing characteristics still applies when experiencing Toll of War in Operation Siren, although the rest of the skill does not.)",Gascogne µ,,,
