ColorID,Skill Name,Description,Ships,Retrofit?,Augment?,Fate?
Blue[40],Ashen Might - Fusou,[Operation Siren] When fighting humanoid Siren fleets or Boss fleets: reduces the DMG taken by your Vanguard by 2% (6%),Fusou META,,,
Blue[41],Ashen Might·Ark Royal,[Operation Siren] When fighting humanoid Siren fleets or Boss fleets: reduces the DMG your Vanguard takes by 3% (8%).,Ark Royal META,,,
Blue[42],Assam Link,Increases own Reload by 1.5% (5%) and reduces damage taken from shelling by self by 1.5% (5%) per Destroyer in the fleet.,Vert,,,
Blue[43],Athena's Aegis,Every 20s (10s) after the battle starts: restores 1% of this ship's max HP. When this ship has the Out of Ammo debuff: decreases the debuff's DMG reduction effect by 5% (15%). When the fleet this ship is in sinks an enemy fleet: decreases this ship's DMG taken by 1% (3.5%) for the rest of the sortie (can be stacked up to 3 times).,Theseus,,,
Blue[44],Bache In The Sky,Reduces aviation damage taken to self by 10% (30%). When firing Anti-Air guns: 25% chance to increase own Anti-Air by 10% (30%) for 8s.,Bache,,,
Blue[45],Baptismal Flames,"When Health falls under 20%, heal 15% (25%) of max Health. Can only occur once per battle.",Cassin,,,
Blue[46],Baptismal Flames,"When Health falls under 20%, heal 15% (25%) of max Health. Can only occur once per battle.",Downes,,,
Blue[47],Battle of Kula Gulf,"Every 20s, 40% (70%) chance to increase own Firepower, Torpedo, and Reload by 20% (40%) for 10s. Once per battle, if an escort ship's Health falls below 20%, decrease the damage it takes by 5% (15%); If the ship is Helena, Lena, or Helena META, additionally heal 8% of their max Health.",Nicholas,Needs Retrofit,,
Blue[48],Battleship Escort,"When alive in fleet, reduce damage taken by allied BBs/BCs by 5% (15%). Does not stack with the same skill.",Echo,,,
Blue[49],Battleship Escort,"When alive in fleet, reduce damage taken by allied BBs/BCs by 5% (15%). Does not stack with the same skill.",Jupiter,,,
Blue[50],Battleship Escort,"When alive in fleet, reduce damage taken by allied BBs/BCs by 5% (15%). Does not stack with the same skill.",Michishio,,,
Blue[51],"Bebeby, Hide Me!",Increases this ship's max Detection Gauge value by 15 and increases her AA and AVI by 1% (10%). 20s after the battle starts: designates 1 random enemy; restores 5% (15%) of this ship's max HP when that enemy is defeated.,Murasaki,,,
Blue[52],"Behold, My Royal Sabre!","This ship's secondary guns are guaranteed to deal Critical Hits. If this ship has at least one Royal Navy gear equipped, increase this ship's AA gun efficiency by 15% (30%), and decrease your flagship's Main Gun spread by 2. When the battle starts, if there is at least one other Royal Navy ship in your fleet: decrease all your Royal Navy ships' damage taken from aircraft by 1% (10%).",Vanguard,,,
Blue[53],Beneath the Deep Blue Sky,"During battle, decrease damage received by all Hololive ships by 2.5% (7%). Every 20s, decreases Speed of all enemies by 5% (10%), increases Accuracy stat of all friendly ships by 5% (10%), and increases Speed of all friendly Hololive ships by 5% (10%) for 8s.",Tokino Sora,,,
Blue[54],Blessed Melody,"When the battle starts: your fleet gains 10 AP, all ships in your fleet recover 1.5% (5%) of their max HP, and all your ""Atelier Ryza"" collab characters recover an additional 2% of their max HP. When this ship launches an Airstrike: your Vanguard recovers 1.5% (5%) of their max HP and all your ""Atelier Ryza"" collab characters recover an additional 2% of their max HP. Once per battle, when a ship in your fleet falls below 30% max HP as a result of DMG taken: that ship recovers 1.5% (5%) of her max HP and your fleet gains 10 AP.",Klaudia Valentz,,,
Blue[55],Boon of Crimson Darkness,"Increases this ship's DMG against DDs and CLs by 5% (15%). Once per battle, when the HP of one of your Z-class DDs (excluding this ship) falls below 30%: decreases that ship's DMG taken by 30% and increases this ship's FP, TRP, and RLD by 5% (15%) until the end of the battle.",Z24,,,
Blue[56],Bulwark of Rime,"Every 18s, create a shield in front of this ship that can block up to 8 shells and lasts for up to 8s. If the shield breaks before it expires:Fire a special barrage (barrage damage scales with skill level).
Apply an HP barrier on self that can absorb up to 5% of this ship's max HP and lasts for up to 4s.",Tallinn,,,
Blue[57],Calibur End,Every 20s: executes a Lv.1 (Lv.10) Gridman Calibur slashing attack and spawns a shield that lasts 8s and can block up to 10 shots (slashing attack DMG is based on the skill's level).,Namiko,,,
Blue[58],Calibur's Carrier,"When sortieing as Lead Ship, reduces damage taken by self by 4.5% (12%). During battle, reduces shelling damage taken by Lena and Li'l Sandy by 3.5% (8%).",Clevelad,,,
Blue[59],Cargo Fire Precautions,"When equipped with Transport Gear, reduce self burn damage taken by 5% (15%), and burn time by 3s (6s).",Kashino,,,
Blue[60],Carrier Escort,"When alive in fleet, reduce damage taken by allied aircraft carriers and light aircraft carriers by 5% (15%). Does not stack with the same skill.",Agano,,,
Blue[61],Carrier Escort,"When alive in fleet, reduce damage taken by allied aircraft carriers and light aircraft carriers by 5% (15%). Does not stack with the same skill.",Ardent,,,
Blue[62],Carrier Escort,"When alive in fleet, reduce damage taken by allied aircraft carriers and light aircraft carriers by 5% (15%). Does not stack with the same skill.",Aylwin,,,
Blue[63],Carrier Escort,"When alive in fleet, reduce damage taken by allied aircraft carriers and light aircraft carriers by 5% (15%). Does not stack with the same skill.",Mikuma,,,
Blue[64],Carrier Escort,"When alive in fleet, reduce damage taken by allied aircraft carriers and light aircraft carriers by 5% (15%). Does not stack with the same skill.",Shiranui,Needs Retrofit,,
Blue[65],Carrier Escort,"When alive in fleet, reduce damage taken by allied aircraft carriers and light aircraft carriers by 5% (15%). Does not stack with the same skill.",Yuugure,,,
Blue[66],Cautious Caprice,Increases this ship's FP and AA by 5% (15%). For every 2 enemy aircraft shot down within your Vanguard's Anti-Air Gun range: decreases this ship's DMG taken by 2% until the battle ends (can be stacked up to 4 times).,Hammann II,,,
Blue[67],Chevalier's Bouclier,"If Escort fleet consists of only Iris Libre (FFNF) and Vichya Dominion (MNF) ships, every 20s: 50% chance to decrease damage taken by entire fleet by 10% (30%) for 8s. Does not stack with the same skill.",Forbin,,,
Blue[68],Coercion Assistance Mode,Increase own Accuracy and Evasion by 10% (25%) through the use of advanced super A.I. tracking.,Super Gamer Kizuna AI,,,
Blue[69],Combat Mechanic,Increases this ship's AA by 20% (50%) of her total TRP stat (base stats plus gear) and decreases the Burn DMG she takes by 5% (15%). This ship heals herself for 1% of her max HP every 15s in combat.,Ingraham,,,
Blue[70],Comprehensive Defense,After the start of the battle and every 30s after that: increases this ship's AA and ASW by 5% (15%) for 20s.,Halsey Powell,,,
Blue[71],Concealing Downpour,"At the start of the battle, if this ship has Sakura Empire aircraft equipped: increases this ship's max Detection Gauge value by 15; if not equipping any, instead decreases this ship's DMG taken by 5% (15%).",Hiyou META,,,
Blue[72],Cooperation Order,"Decreases this ship's cannon DMG taken by 3.5% (8%). Increases EVA by 1% (10%) for all ships in your fleet with a ""Framework of Logic"" skill.",Memphis META,,,
Blue[73],Coordinated Volley,"Every 10 times this ship fires her Main Guns: fires a Lv.1 (Lv.10) special missile barrage using the Buster Borr, and deploys a smokescreen that lasts 5s (DMG is based on the skill's level). When your ship(s) enters the smokescreen: puts out any normal Burn status ailment for that ship(s).",Hass,,,
Blue[74],Coordinated Volley+,"Every 6 times this ship fires her Main Guns: fires a Lv.1 (Lv.10) special missile barrage using the Buster Borr, and deploys a smokescreen that lasts 5s (DMG is based on the skill's level). When your ship(s) enters the smokescreen: puts out any normal Burn status ailment for that ship(s). (Replaces Coordinated Volley)",Hass,,Needs Augment,
Blue[75],Crane's Protection,"When this ship launches an airstrike, for 12s, each ship in your fleet deals 4% (10%) more damage and receives 4% (10%) less damage.",Shoukaku,,,
Blue[76],Crete's Black Cloud,"Every 20s, increase own Anti-Air by 20% (40%) and decreases damage taken by all ships in the fleet by 3.5% (8%) for 6s.",Fiji,,,
Blue[77],Crisis Prevention!,Upon taking damage: 4.5% (12%) chance to fire a special torpedo barrage and avoid all enemy attacks for 3s. Once the effect ends: increases own Evasion by 20% (40%) for 3s.,Kizuna AI,,,
Blue[78],Damage Control,"Once per battle, when one of your ships' HP falls below 20%: heals them for 10% (20%) of their max HP. If the recipient is Enterprise, the healing's potency is increased by 50%.",Vestal,,,
Blue[79],Dancing Waves,While this ship is afloat: decreases your Vanguard's DMG taken from enemy SS torpedoes by 4.5% (12%). When your Submarine Fleet enters the battle: heals 10% (20%) HP to each boat in your Submarine Fleet. Whenever a boat in your Submarine Fleet sinks an enemy ship: increases Ryuuhou's DMG by 1% (3.5%) (can be stacked up to 6 times).,Ryuuhou,,,
Blue[80],"Decisions, Prudent Yet Audacious","Decreases this ship's DMG taken by 6% (20%). Once per battle, when this ship takes DMG that would sink her: this ship does not sink, evades all attacks for 3s, fires 2 waves of torpedoes, and recovers 10% (20%) of her max HP (after this effect activates, the DMG-reducing effect of this skill becomes inactive).",Jintsuu META,,,
Blue[81],Delicate but Devoted,When this ship launches her Torpedoes: increases this ship's EVA by 5.0% (15.0%) and decreases this ship's torpedo DMG taken by 5.0% (15.0%) for 10s.,Umikaze,,,
Blue[82],Demon Dance,"Every 20s, 40% (70%) chance to increase own Evasion by 30% for 5s and release a powerful barrage while launching fast torpedoes in a helical pattern.",Ayanami,Needs Retrofit,,
Blue[83],Demonblade,"At the start of the battle: increases this ship's FP, AA, and ASW by 5% (15%). While this ship is afloat: decreases the DMG your SSs and SSVs take by 5% (15%).",Kinu,,,
Blue[84],Disarming but Deadly,"Decrease all damage this ship receives by 4.5% (12%). For every 3 enemy aircraft shot down by this ship's aircraft, increases your whole fleet's AA stat by 1% (5%). This buff may be stacked up to 3 times.",Aquila,,,
Blue[85],Divine Aegis,"At the start of the battle, and every 30s after that: deploys a shield that lasts 20s and can block up to 5 enemy torpedoes. While this shield is up: increases this ship's FP by 5% (15%) and its DMG against DDs and BBs by 4.5% (12%). 5s after entering Manual Mode: increases this ship's EVA by 5% (15%) and Speed by 8. Switching to Auto Mode removes this buff.",Algérie,,,
Blue[86],Divine Presence,"When the battle starts: this ship gains a Lv.1 (Lv.10) special AA Gun (DMG is based on the skill's level).If this ship has the Prototype 150mm Type 5 High-Angle Gun Mount equipped: increases this ship's 3rd weapon slot efficiency by 30%.Every 10s, or when a ship in your fleet fires her AA Gun: increases your Vanguard's AA by 1.5% (6%) (stacks up to 3 times). When this effect activates 3 times: restores 4% of your Vanguard's max HP and, until the battle ends, decreases Shimanto's DMG taken by 8% (18%).",Shimanto,,,
Blue[87],Draw Fire,Every 20s: 10% (40%) chance to absorb 50% of damage taken by Escort Fleet for 8s. Effect does not stack.,Myoukou,,,
Blue[88],Draw Fire,Every 20s: 10% (40%) chance to absorb 50% of damage taken by Escort Fleet for 8s. Effect does not stack.,Nachi,,,
Blue[89],Drown in the Abyss of Desire,"Increases this ship's EVA by 8% (18%) and decreases her DMG taken by 8% (18%).Decreases the speed of this ship's torpedoes by 1 and increases their DMG dealt by 10% (20%).When the battle starts, and every 10s: deploys a shield (lasts 5s; can block up to 5 shells); if this shield expires or is destroyed, increases this ship's Evasion Rate by 3.5% (8%) until this shield is deployed again.If this ship has an AP Main Gun equipped: increases this ship's DMG dealt to CLs and CAs by 5% (15%).",Felix Schultz,,,
Blue[90],Dullahan,"Once per battle, when this ship's HP falls below 30%: decreases the DMG it takes by 5% (10%) for the rest of the battle and for 16s: decreases its Speed by 2 and recovers 1% (4%) of its max HP every 3s.",Minneapolis,,,
Blue[91],Dullahan+,"Once per battle, when this ship's HP falls below 30% as a result of DMG taken: decreases this ship's DMG taken by 5% (10%) until the battle ends and, for 16s, decreases this ship's SPD by 2 while restoring 1% (4%) of this ship's and 1% of all your otherIngame doesn't mention this Vanguard ships' max HP, respectively, once every 3s. If this skill does not activate within 40s of the battle starting: restores 1% (5%) of this ship's max HP. (Replaces Dullahan)",Minneapolis,,Needs Augment,
Blue[92],Dutiful Support,"While this ship is afloat: reduces the torpedo DMG taken by the Vanguard fleet by 5% (10%) and the airstrike DMG taken by the Main fleet by 5% (10%); During battle: increases this ship's TRP by 5% (10%), and then by an additional 5% (10%) if Agano is in the same fleet.",Oite,,,
Blue[93],Efficacious Planning,"While this ship is afloat: decreases the Burn DMG your Main Fleet takes by 5% (15%) and increases their Evasion Rate by 4% (10%).
(Effect applies only during battle in which Amagi enters.)",Amagi,,,
Blue[94],Emergency Beardrop,"Decreases the duration of Burns inflicted on this ship by 3s. When this ship sinks an enemy: until the end of the battle, increases this ship's AA by 1.5% (6%) and FP by 1% (5%), and also increases the ASW of your fleet by 1% (4%). This buff can be stacked up to 5 times.",Morrison,,,
Blue[95],Emergency Maneuvers,"Every 20s, 15% (30%) chance to evade all incoming attacks for 6s.",Beagle,,,
Blue[96],Emergency Maneuvers,"Every 20s, 15% (30%) chance to evade all incoming attacks for 6s.",Bulldog,,,
Blue[97],Emergency Maneuvers,"Every 20s, 15% (30%) chance to evade all incoming attacks for 6s.",Crescent,,,
Blue[98],Emergency Maneuvers,"Every 20s, 15% (30%) chance to evade all incoming attacks for 6s.",Cygnet,,,
Blue[99],Emergency Maneuvers,"Every 20s, 15% (30%) chance to evade all incoming attacks for 6s.",Forbin,Needs Retrofit,,
Blue[100],Emergency Maneuvers,"Every 20s, 15% (30%) chance to evade all incoming attacks for 6s.",Fortune,,,
Blue[101],Emergency Maneuvers,"Every 20s, 15% (30%) chance to evade all incoming attacks for 6s.",Glowworm,,,
Blue[102],Emergency Maneuvers,"Every 20s, 15% (30%) chance to evade all incoming attacks for 6s.",Grenville,,,
Blue[103],Emergency Maneuvers,"Every 20s, 15% (30%) chance to evade all incoming attacks for 6s.",Hamakaze,Needs Retrofit,,
Blue[104],Emergency Maneuvers,"Every 20s, 15% (30%) chance to evade all incoming attacks for 6s.",Kasumi,,,
Blue[105],Emergency Maneuvers,"Every 20s, 15% (30%) chance to evade all incoming attacks for 6s.",Le Mars,Needs Retrofit,,
Blue[106],Emergency Maneuvers,"Every 20s, 15% (30%) chance to evade all incoming attacks for 6s.",Matsukaze,Needs Retrofit,,
Blue[107],Emergency Maneuvers,"Every 20s, 15% (30%) chance to evade all incoming attacks for 6s.",Miyuki,,,
Blue[108],Emergency Maneuvers - Fortune,Every 15s: 15% (30%) chance for this ship to evade all attacks for 8s. If this effect does not activate: decreases this ship's DMG taken by 10% for 8s. (Replaces Emergency Maneuvers),Fortune,,Needs Augment,
Blue[109],Emotion Inhibition Module,When Health falls below 50%: increases own Evasion by 15% (30%) and recovers 2% of max HP every 2s for 8s. Can only activate twice per battle.,Gascogne,,,
Blue[110],Emotion Inhibition Module+,"At the start of battle, if this ship's HP is greater than 50%: increases this ship's AA by 4.5% (12%) and improves this ship's Precision Salvo Protocol barrage. Additionally, when this ship's HP falls below 50%: for 8s, increases this ship's EVA by 15% (30%) and restores a total of 8% of its max HP (this effect can only be triggered twice per battle).
(Replaces ""Emotion Inhibition Module"")",Gascogne,,,Needs Fate Sim 5
Blue[111],Engine Boost,Increases this ship's Speed by 3 (8). At the start of the battle: increases this ship's EVA by 15% (35%) for 40s.,Saint Louis,,,
Blue[112],Engine Boost+,"Increases this ship's Speed by 3 (8). At the start of the battle: increases this ship's EVA by 15% (35%) for 50s.
(Replaces ""Engine Boost"")",Saint Louis,,,Needs Fate Sim 5
Blue[113],Enrapturing Dance,"At the start of the battle: increases this ship's EVA by 6% (20%) and decreases its DMG taken by 6% (20%) until the end of the battle. When sortied with 1 or more other Dragon Empery ships: heals this ship for 5% HP at the start of the battle, increases its Speed by 8, and increases your fleet's ASW by 6% (20%) for 50s.",Chao Ho,,,
Blue[114],Evasive Scramble,"When this ship launches an Airstrike, decrease this ship's aviation DMG taken by 40% (70%) for 8s. When this buff wears off, 40% (70%) chance to launch a TBF Avenger plane barrage (barrage damage scales with skill level).",Princeton,,,
Blue[115],Ever-Burning Flame,"Increases this ship's FP by 3.5% (8%). Once per battle, when this ship's HP falls below 30% as a result of DMG taken: increases this ship's FP by 10% and heals this ship 4 times for 2% max HP per tick.",Akane Shinjo,,,
Blue[116],Everything Is In Order,Decreases Burn duration by 3s and decreases HE damage taken by 5% (15%).,Elegant Kizuna AI,,,
Blue[117],Exalted Light,"Decreases the enemy's TRP by 3.5% (8%) while this ship is afloat.
If there are 3 or more Sardegna Empire ships in your fleet: decreases the loading time of this ship's first Main Gun volley by 30%.",Roma,,,
Blue[118],Fiercer When Cornered,"Decreases this ship's Burn DMG taken by 5% (15%).During battle, if this ship loses more than 10% of her current HP in a single hit: decreases that DMG to 10% of this ship's current HP and gains 1 stack of Motivation. When this effect reduces incoming DMG, that DMG will not fall below 2.5% of this ship's max HP.
Once per battle, when this ship takes DMG that would sink her: negates that DMG and deploys a barrier that can negate up to 5% (15%) of this ship's max HP in DMG. While this barrier is active, when a ship in your fleet launches an airstrike: restores 2% of this ship's max HP (the 5th time this healing effect activates, the barrier vanishes).",Laffey II,,,
Blue[119],Final Counter,"Once per battle, when this ship is hit by an attack that would otherwise sink it: this ship survives, becomes invulnerable for 5s (15s), and launches an Airstrike.",Hiryuu,,,
Blue[120],Fitting Time,"While this ship is afloat: decreases all enemies' FP and TRP by 3.5% (8%). Every 16s: spawns a barrier (lasts 8s; can negate up to 3% of the recipient's max HP in DMG) around 2 random Venus Vacation collab characters. Sets this ship's Secondary Gun Range to 80 and, when she fires her Secondary Guns: decreases a random enemy's SPD by 20% (40%) for 3s (8s cooldown between activations).",Tamaki,,,
Blue[121],Flank Defense,Reduce damage received by Main Fleet by 5% (15%). Does not stack with the same skill.,Fortune,Needs Retrofit,,
Blue[122],Flank Defense,Reduce damage received by Main Fleet by 5% (15%). Does not stack with the same skill.,Foxhound,Needs Retrofit,,
Blue[123],Flank Defense,Reduce damage received by Main Fleet by 5% (15%). Does not stack with the same skill.,Hatsushimo,Needs Retrofit,,
Blue[124],Flank Defense,Reduce damage received by Main Fleet by 5% (15%). Does not stack with the same skill.,Smalley,,,
Blue[125],Fleet-Footed Firing,"Decreases this ship's DMG taken from AP ammo by 10% (20%).
When this ship fires her Main Guns: increases this ship's EVA by 5% (15%) for 2s.",Bolzano,,,
Blue[126],Follow the Trends,"When this ship hits an enemy with a torpedo: increases this ship's EVA by 1% (10%) for 10s. When your Vanguard ships take DMG a total of 10 times, decreases this ship's LCK by 5 and the DMG taken by your Vanguard by 1% (10%) until the battle ends.",Haguro,,,
Blue[127],"For Safe Returns, Schemes Shaped","Every 8s: 50% chance to fire a Lv.1 (Lv.10) special barrage; if this barrage does not activate, instead increases this ship's FP and TRP by 1% (10%) (barrage DMG is based on the skill's level; buff can stack up to 3 times). Once per battle, when this ship's HP falls below 30% as a result of DMG taken: restores 1% (10%) of this ship's max HP and deploys a barrier (lasts 15s) equal to 1% (10%) of this ship's max HP.",Chi An,,,
Blue[128],Fortitude in Chaos,"Once per battle, when this ship's HP falls below 15% as a result of DMG taken: for 3s, this ship recovers 2% of her max HP every second, but her SPD is decreased by 60%. When this effect ends: increases this ship's EVA by 5% and restores 4.5% (12%) of her max HP.",Houston II,,,
Blue[129],Fortitude of Ice,"When this ship fires her Main Guns: a random ship in your fleet recovers 3.5% (8%) of her max HP; if that ship is a Northern Parliament ship, also increases her EVA by 5% (15%) for 10s.",Sevastopol,,,
